country,os,count,day,month,weekday,ordinal_day
YY,Y,3964610,4,3,1,64
YZ,W,50,4,3,1,64
YZ,X,12042,4,3,1,64
YZ,Y,12060,4,3,1,64
ZX,W,570,4,3,1,64
ZX,X,64747,4,3,1,64
ZX,Y,153391,4,3,1,64
XX,T,70,5,3,2,65
XX,W,388172,5,3,2,65
XX,X,1499335,5,3,2,65
XX,Y,4578463,5,3,2,65
XY,T,6,5,3,2,65
XY,W,21242,5,3,2,65
XY,X,374728,5,3,2,65
XY,Y,1131354,5,3,2,65
XZ,T,1,5,3,2,65
XZ,W,22499,5,3,2,65
XZ,X,213470,5,3,2,65
XZ,Y,854744,5,3,2,65
YX,W,12234,5,3,2,65
YX,X,83057,5,3,2,65
YX,Y,336476,5,3,2,65
YY,W,11585,5,3,2,65
YY,X,541346,5,3,2,65
YY,Y,3916460,5,3,2,65
YZ,W,53,5,3,2,65
YZ,X,11909,5,3,2,65
YZ,Y,12296,5,3,2,65
ZX,T,1,5,3,2,65
ZX,W,576,5,3,2,65
ZX,X,64750,5,3,2,65
ZX,Y,155016,5,3,2,65
XX,T,55,6,3,3,66
XX,W,385278,6,3,3,66
XX,X,1480408,6,3,3,66
XX,Y,4566701,6,3,3,66
XY,T,4,6,3,3,66
XY,W,21383,6,3,3,66
XY,X,376642,6,3,3,66
XY,Y,1134494,6,3,3,66
XZ,T,2,6,3,3,66
XZ,W,22080,6,3,3,66
XZ,X,204978,6,3,3,66
XZ,Y,843806,6,3,3,66
YX,T,1,6,3,3,66
YX,W,11927,6,3,3,66
YX,X,81114,6,3,3,66
YX,Y,337347,6,3,3,66
YY,T,6,6,3,3,66
YY,W,11397,6,3,3,66
YY,X,534862,6,3,3,66
YY,Y,3851610,6,3,3,66
YZ,W,51,6,3,3,66
YZ,X,11042,6,3,3,66
YZ,Y,12007,6,3,3,66
ZX,T,1,6,3,3,66
ZX,W,523,6,3,3,66
ZX,X,61194,6,3,3,66
ZX,Y,152529,6,3,3,66
XX,T,65,7,3,4,67
XX,W,376613,7,3,4,67
XX,X,1419768,7,3,4,67
XX,Y,4562901,7,3,4,67
XY,T,7,7,3,4,67
XY,W,21328,7,3,4,67
XY,X,369901,7,3,4,67
XY,Y,1131665,7,3,4,67
XZ,T,3,7,3,4,67
XZ,W,22117,7,3,4,67
XZ,X,199671,7,3,4,67
XZ,Y,852488,7,3,4,67
YX,W,12159,7,3,4,67
YX,X,80387,7,3,4,67
YX,Y,339489,7,3,4,67
YY,T,3,7,3,4,67
YY,W,11872,7,3,4,67
YY,X,555578,7,3,4,67
YY,Y,4056487,7,3,4,67
YZ,W,44,7,3,4,67
YZ,X,11162,7,3,4,67
YZ,Y,11893,7,3,4,67
ZX,T,1,7,3,4,67
ZX,W,516,7,3,4,67
ZX,X,60196,7,3,4,67
ZX,Y,154059,7,3,4,67
XX,T,56,8,3,5,68
XX,W,360839,8,3,5,68
XX,X,1405020,8,3,5,68
XX,Y,4440835,8,3,5,68
XY,T,6,8,3,5,68
XY,W,22000,8,3,5,68
XY,X,380642,8,3,5,68
XY,Y,1180445,8,3,5,68
XZ,T,1,8,3,5,68
XZ,W,23702,8,3,5,68
XZ,X,215915,8,3,5,68
XZ,Y,911624,8,3,5,68
YX,W,11926,8,3,5,68
YX,X,74275,8,3,5,68
YX,Y,339482,8,3,5,68
YY,T,6,8,3,5,68
YY,W,11328,8,3,5,68
YY,X,528267,8,3,5,68
YY,Y,3891366,8,3,5,68
YZ,W,64,8,3,5,68
YZ,X,11494,8,3,5,68
YZ,Y,12355,8,3,5,68
ZX,W,498,8,3,5,68
ZX,X,58684,8,3,5,68
ZX,Y,149740,8,3,5,68
XX,T,58,9,3,6,69
XX,W,329863,9,3,6,69
XX,X,1246816,9,3,6,69
XX,Y,4100285,9,3,6,69
XY,T,6,9,3,6,69
XY,W,19030,9,3,6,69
XY,X,325239,9,3,6,69
XY,Y,1054189,9,3,6,69
XZ,T,1,9,3,6,69
XZ,W,22465,9,3,6,69
XZ,X,211954,9,3,6,69
XZ,Y,881940,9,3,6,69
YX,T,1,9,3,6,69
YX,W,11941,9,3,6,69
YX,X,77952,9,3,6,69
YX,Y,336152,9,3,6,69
YY,T,3,9,3,6,69
YY,W,10557,9,3,6,69
YY,X,519137,9,3,6,69
YY,Y,3785131,9,3,6,69
YZ,W,54,9,3,6,69
YZ,X,10978,9,3,6,69
YZ,Y,11699,9,3,6,69
ZX,T,1,9,3,6,69
ZX,W,498,9,3,6,69
ZX,X,58385,9,3,6,69
ZX,Y,145022,9,3,6,69
XX,T,161,10,3,7,70
XX,W,325105,10,3,7,70
XX,X,1230438,10,3,7,70
XX,Y,4020392,10,3,7,70
XY,T,12,10,3,7,70
XY,W,18011,10,3,7,70
XY,X,308290,10,3,7,70
XY,Y,1009098,10,3,7,70
XZ,T,2,10,3,7,70
XZ,W,21551,10,3,7,70
XZ,X,206246,10,3,7,70
XZ,Y,867683,10,3,7,70
YX,W,12392,10,3,7,70
YX,X,83793,10,3,7,70
YX,Y,343846,10,3,7,70
YY,T,1,10,3,7,70
YY,W,8825,10,3,7,70
YY,X,470610,10,3,7,70
YY,Y,3446907,10,3,7,70
YZ,W,55,10,3,7,70
YZ,X,10577,10,3,7,70
YZ,Y,10931,10,3,7,70
ZX,T,2,10,3,7,70
ZX,W,474,10,3,7,70
ZX,X,59081,10,3,7,70
ZX,Y,142460,10,3,7,70
XX,T,68,11,3,1,71
XX,W,390800,11,3,1,71
XX,X,1496176,11,3,1,71
XX,Y,4509591,11,3,1,71
XY,T,4,11,3,1,71
XY,W,20727,11,3,1,71
XY,X,369622,11,3,1,71
XY,Y,1115671,11,3,1,71
XZ,T,3,11,3,1,71
XZ,W,21938,11,3,1,71
XZ,X,201330,11,3,1,71
XZ,Y,848115,11,3,1,71
YX,W,11249,11,3,1,71
YX,X,74262,11,3,1,71
YX,Y,327292,11,3,1,71
YY,T,2,11,3,1,71
YY,W,9166,11,3,1,71
YY,X,475630,11,3,1,71
YY,Y,3442974,11,3,1,71
YZ,W,34,11,3,1,71
YZ,X,11053,11,3,1,71
YZ,Y,12148,11,3,1,71
ZX,W,512,11,3,1,71
ZX,X,58924,11,3,1,71
ZX,Y,147283,11,3,1,71
XX,T,76,12,3,2,72
XX,W,401770,12,3,2,72
XX,X,1509620,12,3,2,72
XX,Y,4550252,12,3,2,72
XY,T,3,12,3,2,72
XY,W,21024,12,3,2,72
XY,X,375948,12,3,2,72
XY,Y,1127551,12,3,2,72
XZ,T,1,12,3,2,72
XZ,W,21445,12,3,2,72
XZ,X,206536,12,3,2,72
XZ,Y,835611,12,3,2,72
YX,W,11685,12,3,2,72
YX,X,79627,12,3,2,72
YX,Y,334632,12,3,2,72
YY,T,1,12,3,2,72
YY,W,9928,12,3,2,72
YY,X,492946,12,3,2,72
YY,Y,3537289,12,3,2,72
YZ,W,33,12,3,2,72
YZ,X,11210,12,3,2,72
YZ,Y,12040,12,3,2,72
ZX,T,1,12,3,2,72
ZX,W,472,12,3,2,72
ZX,X,59551,12,3,2,72
ZX,Y,147202,12,3,2,72
XX,T,64,13,3,3,73
XX,W,399695,13,3,3,73
XX,X,1503555,13,3,3,73
XX,Y,4543354,13,3,3,73
XY,T,9,13,3,3,73
XY,W,20953,13,3,3,73
XY,X,380069,13,3,3,73
XY,Y,1131517,13,3,3,73
XZ,T,2,13,3,3,73
XZ,W,21995,13,3,3,73
XZ,X,208395,13,3,3,73
XZ,Y,845942,13,3,3,73
YX,W,12011,13,3,3,73
YX,X,81796,13,3,3,73
YX,Y,339261,13,3,3,73
YY,T,3,13,3,3,73
YY,W,11053,13,3,3,73
YY,X,528138,13,3,3,73
YY,Y,3807124,13,3,3,73
YZ,W,44,13,3,3,73
YZ,X,11317,13,3,3,73
YZ,Y,12186,13,3,3,73
ZX,T,1,13,3,3,73
ZX,W,529,13,3,3,73
ZX,X,60008,13,3,3,73
ZX,Y,146928,13,3,3,73
XX,T,125,14,3,4,74
XX,W,406167,14,3,4,74
XX,X,1532804,14,3,4,74
XX,Y,4620570,14,3,4,74
XY,T,6,14,3,4,74
XY,W,21412,14,3,4,74
XY,X,396634,14,3,4,74
XY,Y,1161227,14,3,4,74
XZ,T,2,14,3,4,74
XZ,W,23059,14,3,4,74
XZ,X,229034,14,3,4,74
XZ,Y,893222,14,3,4,74
YX,W,12744,14,3,4,74
YX,X,83272,14,3,4,74
YX,Y,354352,14,3,4,74
YY,W,11516,14,3,4,74
YY,X,555245,14,3,4,74
YY,Y,4036581,14,3,4,74
YZ,W,47,14,3,4,74
YZ,X,11466,14,3,4,74
YZ,Y,12368,14,3,4,74
ZX,T,1,14,3,4,74
ZX,W,578,14,3,4,74
ZX,X,63382,14,3,4,74
ZX,Y,151373,14,3,4,74
XX,T,78,15,3,5,75
XX,W,396979,15,3,5,75
XX,X,1438191,15,3,5,75
XX,Y,4644022,15,3,5,75
XY,T,3,15,3,5,75
XY,W,21244,15,3,5,75
XY,X,376234,15,3,5,75
XY,Y,1179913,15,3,5,75
XZ,T,1,15,3,5,75
XZ,W,22315,15,3,5,75
XZ,X,210365,15,3,5,75
XZ,Y,902748,15,3,5,75
YX,W,11508,15,3,5,75
YX,X,74857,15,3,5,75
YX,Y,346026,15,3,5,75
YY,W,11172,15,3,5,75
YY,X,543637,15,3,5,75
YY,Y,4159209,15,3,5,75
YZ,W,47,15,3,5,75
YZ,X,11143,15,3,5,75
YZ,Y,14068,15,3,5,75
ZX,T,2,15,3,5,75
ZX,W,525,15,3,5,75
ZX,X,60867,15,3,5,75
ZX,Y,149820,15,3,5,75
XX,T,62,16,3,6,76
XX,W,351953,16,3,6,76
XX,X,1239104,16,3,6,76
XX,Y,4512156,16,3,6,76
XY,T,4,16,3,6,76
XY,W,18900,16,3,6,76
XY,X,322911,16,3,6,76
XY,Y,1149831,16,3,6,76
XZ,T,1,16,3,6,76
XZ,W,21784,16,3,6,76
XZ,X,206269,16,3,6,76
XZ,Y,953066,16,3,6,76
YX,T,1,16,3,6,76
YX,W,11714,16,3,6,76
YX,X,78959,16,3,6,76
YX,Y,373996,16,3,6,76
YY,T,3,16,3,6,76
YY,W,10731,16,3,6,76
YY,X,533159,16,3,6,76
YY,Y,4530277,16,3,6,76
YZ,W,47,16,3,6,76
YZ,X,10427,16,3,6,76
YZ,Y,15665,16,3,6,76
ZX,T,1,16,3,6,76
ZX,W,473,16,3,6,76
ZX,X,56903,16,3,6,76
ZX,Y,148363,16,3,6,76
XX,T,62,17,3,7,77
XX,W,339221,17,3,7,77
XX,X,1219086,17,3,7,77
XX,Y,4444549,17,3,7,77
XY,W,18101,17,3,7,77
XY,X,316235,17,3,7,77
XY,Y,1127123,17,3,7,77
XZ,T,3,17,3,7,77
XZ,W,21199,17,3,7,77
XZ,X,210989,17,3,7,77
XZ,Y,953952,17,3,7,77
YX,T,1,17,3,7,77
YX,W,12553,17,3,7,77
YX,X,86602,17,3,7,77
YX,Y,394117,17,3,7,77
YY,T,2,17,3,7,77
YY,W,9301,17,3,7,77
YY,X,499235,17,3,7,77
YY,Y,4388134,17,3,7,77
YZ,W,39,17,3,7,77
YZ,X,10183,17,3,7,77
YZ,Y,15224,17,3,7,77
ZX,T,1,17,3,7,77
ZX,W,462,17,3,7,77
ZX,X,54544,17,3,7,77
ZX,Y,147292,17,3,7,77
XX,T,77,18,3,1,78
XX,W,381931,18,3,1,78
XX,X,1440000,18,3,1,78
XX,Y,4744197,18,3,1,78
XY,T,4,18,3,1,78
XY,W,20594,18,3,1,78
XY,X,373057,18,3,1,78
XY,Y,1206286,18,3,1,78
XZ,T,1,18,3,1,78
XZ,W,21834,18,3,1,78
XZ,X,206323,18,3,1,78
XZ,Y,928629,18,3,1,78
YX,W,12247,18,3,1,78
YX,X,86015,18,3,1,78
YX,Y,393565,18,3,1,78
YY,T,4,18,3,1,78
YY,W,11293,18,3,1,78
YY,X,570059,18,3,1,78
YY,Y,4763017,18,3,1,78
YZ,W,36,18,3,1,78
YZ,X,11204,18,3,1,78
YZ,Y,15781,18,3,1,78
ZX,T,1,18,3,1,78
ZX,W,484,18,3,1,78
ZX,X,58396,18,3,1,78
ZX,Y,154990,18,3,1,78
XX,T,62,19,3,2,79
XX,W,396773,19,3,2,79
XX,X,1488933,19,3,2,79
XX,Y,4754796,19,3,2,79
XY,T,4,19,3,2,79
XY,W,17599,19,3,2,79
XY,X,380648,19,3,2,79
XY,Y,1195343,19,3,2,79
XZ,T,2,19,3,2,79
XZ,W,21546,19,3,2,79
XZ,X,195854,19,3,2,79
XZ,Y,884414,19,3,2,79
YX,T,1,19,3,2,79
YX,W,12393,19,3,2,79
YX,X,86559,19,3,2,79
YX,Y,387509,19,3,2,79
YY,T,2,19,3,2,79
YY,W,11308,19,3,2,79
YY,X,561596,19,3,2,79
YY,Y,4573835,19,3,2,79
YZ,W,54,19,3,2,79
YZ,X,15123,19,3,2,79
YZ,Y,15414,19,3,2,79
ZX,T,1,19,3,2,79
ZX,W,520,19,3,2,79
ZX,X,59782,19,3,2,79
ZX,Y,155586,19,3,2,79
XX,T,72,20,3,3,80
XX,W,387630,20,3,3,80
XX,X,1498890,20,3,3,80
XX,Y,4699199,20,3,3,80
XY,T,3,20,3,3,80
XY,W,17284,20,3,3,80
XY,X,388994,20,3,3,80
XY,Y,1173216,20,3,3,80
XZ,T,1,20,3,3,80
XZ,W,21454,20,3,3,80
XZ,X,200244,20,3,3,80
XZ,Y,866199,20,3,3,80
YX,W,12525,20,3,3,80
YX,X,87343,20,3,3,80
YX,Y,378235,20,3,3,80
YY,T,7,20,3,3,80
YY,W,11761,20,3,3,80
YY,X,578965,20,3,3,80
YY,Y,4759642,20,3,3,80
YZ,W,41,20,3,3,80
YZ,X,13488,20,3,3,80
YZ,Y,13910,20,3,3,80
ZX,T,1,20,3,3,80
ZX,W,496,20,3,3,80
ZX,X,59732,20,3,3,80
ZX,Y,154727,20,3,3,80
XX,T,77,21,3,4,81
XX,W,391905,21,3,4,81
XX,X,1545470,21,3,4,81
XX,Y,4701366,21,3,4,81
XY,T,4,21,3,4,81
XY,W,17592,21,3,4,81
XY,X,397922,21,3,4,81
XY,Y,1178535,21,3,4,81
XZ,T,3,21,3,4,81
XZ,W,22388,21,3,4,81
XZ,X,216468,21,3,4,81
XZ,Y,893482,21,3,4,81
YX,T,1,21,3,4,81
YX,W,13008,21,3,4,81
YX,X,85785,21,3,4,81
YX,Y,379298,21,3,4,81
YY,T,3,21,3,4,81
YY,W,12837,21,3,4,81
YY,X,612585,21,3,4,81
YY,Y,5121598,21,3,4,81
YZ,W,50,21,3,4,81
YZ,X,13565,21,3,4,81
YZ,Y,13109,21,3,4,81
ZX,T,1,21,3,4,81
ZX,W,510,21,3,4,81
ZX,X,61866,21,3,4,81
ZX,Y,150643,21,3,4,81
XX,T,78,22,3,5,82
XX,W,462386,22,3,5,82
XX,X,1624193,22,3,5,82
XX,Y,5052155,22,3,5,82
XY,T,1,22,3,5,82
XY,W,20649,22,3,5,82
XY,X,433259,22,3,5,82
XY,Y,1330248,22,3,5,82
XZ,T,4,22,3,5,82
XZ,W,27161,22,3,5,82
XZ,X,241381,22,3,5,82
XZ,Y,1009929,22,3,5,82
YX,W,11598,22,3,5,82
YX,X,77597,22,3,5,82
YX,Y,348579,22,3,5,82
YY,T,3,22,3,5,82
YY,W,10835,22,3,5,82
YY,X,561987,22,3,5,82
YY,Y,4172597,22,3,5,82
YZ,W,37,22,3,5,82
YZ,X,12584,22,3,5,82
YZ,Y,12816,22,3,5,82
ZX,W,628,22,3,5,82
ZX,X,71259,22,3,5,82
ZX,Y,173348,22,3,5,82
XX,T,67,23,3,6,83
XX,W,345008,23,3,6,83
XX,X,1346873,23,3,6,83
XX,Y,4331275,23,3,6,83
XY,T,8,23,3,6,83
XY,W,19237,23,3,6,83
XY,X,362971,23,3,6,83
XY,Y,1099709,23,3,6,83
XZ,T,3,23,3,6,83
XZ,W,21903,23,3,6,83
XZ,X,212014,23,3,6,83
XZ,Y,874925,23,3,6,83
YX,T,1,23,3,6,83
YX,W,12144,23,3,6,83
YX,X,83501,23,3,6,83
YX,Y,355627,23,3,6,83
YY,T,2,23,3,6,83
YY,W,10481,23,3,6,83
YY,X,549461,23,3,6,83
YY,Y,4026823,23,3,6,83
YZ,W,42,23,3,6,83
YZ,X,12076,23,3,6,83
YZ,Y,12002,23,3,6,83
ZX,T,1,23,3,6,83
ZX,W,519,23,3,6,83
ZX,X,62240,23,3,6,83
ZX,Y,152412,23,3,6,83
XX,T,73,24,3,7,84
XX,W,308072,24,3,7,84
XX,X,1231995,24,3,7,84
XX,Y,4036561,24,3,7,84
XY,T,1,24,3,7,84
XY,W,17653,24,3,7,84
XY,X,342575,24,3,7,84
XY,Y,1032598,24,3,7,84
XZ,T,1,24,3,7,84
XZ,W,20083,24,3,7,84
XZ,X,205170,24,3,7,84
XZ,Y,822721,24,3,7,84
YX,T,1,24,3,7,84
YX,W,12447,24,3,7,84
YX,X,88483,24,3,7,84
YX,Y,359180,24,3,7,84
YY,T,6,24,3,7,84
YY,W,9043,24,3,7,84
YY,X,502822,24,3,7,84
YY,Y,3624899,24,3,7,84
YZ,W,43,24,3,7,84
YZ,X,11350,24,3,7,84
YZ,Y,11310,24,3,7,84
ZX,W,466,24,3,7,84
ZX,X,58477,24,3,7,84
ZX,Y,142720,24,3,7,84
XX,T,73,25,3,1,85
XX,W,368051,25,3,1,85
XX,X,1454299,25,3,1,85
XX,Y,4505735,25,3,1,85
XY,T,6,25,3,1,85
XY,W,20545,25,3,1,85
XY,X,386174,25,3,1,85
XY,Y,1137932,25,3,1,85
XZ,T,2,25,3,1,85
XZ,W,21122,25,3,1,85
XZ,X,203166,25,3,1,85
XZ,Y,833144,25,3,1,85
YX,W,16928,25,3,1,85
YX,X,98188,25,3,1,85
YX,Y,422212,25,3,1,85
YY,T,4,25,3,1,85
YY,W,11015,25,3,1,85
YY,X,542410,25,3,1,85
YY,Y,4048831,25,3,1,85
YZ,W,53,25,3,1,85
YZ,X,12718,25,3,1,85
YZ,Y,12408,25,3,1,85
ZX,T,1,25,3,1,85
ZX,W,507,25,3,1,85
ZX,X,61510,25,3,1,85
ZX,Y,151900,25,3,1,85
XX,T,67,26,3,2,86
XX,W,381123,26,3,2,86
XX,X,1487202,26,3,2,86
XX,Y,4576866,26,3,2,86
XY,T,3,26,3,2,86
XY,W,20823,26,3,2,86
XY,X,386762,26,3,2,86
XY,Y,1147862,26,3,2,86
XZ,T,1,26,3,2,86
XZ,W,21204,26,3,2,86
XZ,X,218217,26,3,2,86
XZ,Y,843942,26,3,2,86
YX,T,1,26,3,2,86
YX,W,13039,26,3,2,86
YX,X,91763,26,3,2,86
YX,Y,366953,26,3,2,86
YY,T,2,26,3,2,86
YY,W,11130,26,3,2,86
YY,X,549603,26,3,2,86
YY,Y,4096006,26,3,2,86
YZ,W,54,26,3,2,86
YZ,X,12698,26,3,2,86
YZ,Y,12366,26,3,2,86
ZX,W,547,26,3,2,86
ZX,X,61426,26,3,2,86
ZX,Y,153088,26,3,2,86
XX,T,57,27,3,3,87
XX,W,385507,27,3,3,87
XX,X,1505123,27,3,3,87
XX,Y,4599880,27,3,3,87
XY,T,1,27,3,3,87
XY,W,18394,27,3,3,87
XY,X,385261,27,3,3,87
XY,Y,1143832,27,3,3,87
XZ,T,1,27,3,3,87
XZ,W,21755,27,3,3,87
XZ,X,222038,27,3,3,87
XZ,Y,869452,27,3,3,87
YX,W,12805,27,3,3,87
YX,X,89678,27,3,3,87
YX,Y,363314,27,3,3,87
YY,T,3,27,3,3,87
YY,W,11036,27,3,3,87
YY,X,544808,27,3,3,87
YY,Y,4062665,27,3,3,87
YZ,W,43,27,3,3,87
YZ,X,12954,27,3,3,87
YZ,Y,12221,27,3,3,87
ZX,T,2,27,3,3,87
ZX,W,496,27,3,3,87
ZX,X,61391,27,3,3,87
ZX,Y,151441,27,3,3,87
XX,T,100,28,3,4,88
XX,W,386826,28,3,4,88
XX,X,1523943,28,3,4,88
XX,Y,4626395,28,3,4,88
XY,T,6,28,3,4,88
XY,W,17367,28,3,4,88
XY,X,393305,28,3,4,88
XY,Y,1156563,28,3,4,88
XZ,T,2,28,3,4,88
XZ,W,23132,28,3,4,88
XZ,X,244083,28,3,4,88
XZ,Y,919270,28,3,4,88
YX,T,1,28,3,4,88
YX,W,13413,28,3,4,88
YX,X,89274,28,3,4,88
YX,Y,373626,28,3,4,88
YY,T,6,28,3,4,88
YY,W,11380,28,3,4,88
YY,X,555189,28,3,4,88
YY,Y,4174864,28,3,4,88
YZ,W,44,28,3,4,88
YZ,X,12698,28,3,4,88
YZ,Y,12394,28,3,4,88
ZX,T,1,28,3,4,88
ZX,W,518,28,3,4,88
ZX,X,62843,28,3,4,88
ZX,Y,154163,28,3,4,88
XX,T,63,29,3,5,89
XX,W,376888,29,3,5,89
XX,X,1454833,29,3,5,89
XX,Y,4549523,29,3,5,89
XY,T,10,29,3,5,89
XY,W,17151,29,3,5,89
XY,X,370983,29,3,5,89
XY,Y,1135625,29,3,5,89
XZ,T,1,29,3,5,89
XZ,W,22385,29,3,5,89
XZ,X,226513,29,3,5,89
XZ,Y,887643,29,3,5,89
YX,W,11978,29,3,5,89
YX,X,80818,29,3,5,89
YX,Y,348462,29,3,5,89
YY,T,9,29,3,5,89
YY,W,9229,29,3,5,89
YY,X,491014,29,3,5,89
YY,Y,3611223,29,3,5,89
YZ,W,42,29,3,5,89
YZ,X,11904,29,3,5,89
YZ,Y,12606,29,3,5,89
ZX,T,1,29,3,5,89
ZX,W,486,29,3,5,89
ZX,X,60052,29,3,5,89
ZX,Y,149161,29,3,5,89
XX,T,47,30,3,6,90
XX,W,321858,30,3,6,90
XX,X,1239632,30,3,6,90
XX,Y,4195048,30,3,6,90
XY,T,6,30,3,6,90
XY,W,14945,30,3,6,90
XY,X,318133,30,3,6,90
XY,Y,1048265,30,3,6,90
XZ,T,1,30,3,6,90
XZ,W,22307,30,3,6,90
XZ,X,223265,30,3,6,90
XZ,Y,895744,30,3,6,90
YX,T,1,30,3,6,90
YX,W,12647,30,3,6,90
YX,X,86393,30,3,6,90
YX,Y,358365,30,3,6,90
YY,T,1,30,3,6,90
YY,W,10199,30,3,6,90
YY,X,519160,30,3,6,90
YY,Y,3877788,30,3,6,90
YZ,W,29,30,3,6,90
YZ,X,11004,30,3,6,90
YZ,Y,11811,30,3,6,90
ZX,T,1,30,3,6,90
ZX,W,476,30,3,6,90
ZX,X,57683,30,3,6,90
ZX,Y,144511,30,3,6,90
XX,T,54,31,3,7,91
XX,W,305313,31,3,7,91
XX,X,1167201,31,3,7,91
XX,Y,4027970,31,3,7,91
XY,T,2,31,3,7,91
XY,W,13892,31,3,7,91
XY,X,293602,31,3,7,91
XY,Y,1005689,31,3,7,91
XZ,T,3,31,3,7,91
XZ,W,21021,31,3,7,91
XZ,X,219889,31,3,7,91
XZ,Y,879856,31,3,7,91
YX,W,12670,31,3,7,91
YX,X,91452,31,3,7,91
YX,Y,361992,31,3,7,91
YY,T,3,31,3,7,91
YY,W,8918,31,3,7,91
YY,X,481511,31,3,7,91
YY,Y,3531636,31,3,7,91
YZ,W,29,31,3,7,91
YZ,X,10404,31,3,7,91
YZ,Y,10762,31,3,7,91
ZX,T,2,31,3,7,91
ZX,W,457,31,3,7,91
ZX,X,54936,31,3,7,91
ZX,Y,139862,31,3,7,91
XX,T,66,1,4,1,92
XX,W,363454,1,4,1,92
XX,X,1405834,1,4,1,92
XX,Y,4497144,1,4,1,92
XY,T,4,1,4,1,92
XY,W,16570,1,4,1,92
XY,X,360412,1,4,1,92
XY,Y,1122735,1,4,1,92
XZ,W,22954,1,4,1,92
XZ,X,243188,1,4,1,92
XZ,Y,931033,1,4,1,92
YX,T,1,1,4,1,92
YX,W,13126,1,4,1,92
YX,X,90076,1,4,1,92
YX,Y,371325,1,4,1,92
YY,T,1,1,4,1,92
YY,W,11051,1,4,1,92
YY,X,542194,1,4,1,92
YY,Y,4105377,1,4,1,92
YZ,W,43,1,4,1,92
YZ,X,12074,1,4,1,92
YZ,Y,12812,1,4,1,92
ZX,T,2,1,4,1,92
ZX,W,487,1,4,1,92
ZX,X,58308,1,4,1,92
ZX,Y,150245,1,4,1,92
XX,T,78,2,4,2,93
XX,W,372645,2,4,2,93
XX,X,1435442,2,4,2,93
XX,Y,4534055,2,4,2,93
XY,T,2,2,4,2,93
XY,W,17285,2,4,2,93
XY,X,377073,2,4,2,93
XY,Y,1141929,2,4,2,93
XZ,T,2,2,4,2,93
XZ,W,22017,2,4,2,93
XZ,X,226223,2,4,2,93
XZ,Y,885649,2,4,2,93
YX,W,12669,2,4,2,93
YX,X,89531,2,4,2,93
YX,Y,363301,2,4,2,93
YY,T,4,2,4,2,93
YY,W,10944,2,4,2,93
YY,X,542171,2,4,2,93
YY,Y,4033516,2,4,2,93
YZ,W,31,2,4,2,93
YZ,X,11792,2,4,2,93
YZ,Y,12917,2,4,2,93
ZX,W,513,2,4,2,93
ZX,X,58900,2,4,2,93
ZX,Y,149602,2,4,2,93
XX,T,79,3,4,3,94
XX,W,395713,3,4,3,94
XX,X,1470941,3,4,3,94
XX,Y,4654153,3,4,3,94
XY,T,6,3,4,3,94
XY,W,17016,3,4,3,94
XY,X,378192,3,4,3,94
XY,Y,1131678,3,4,3,94
XZ,T,2,3,4,3,94
XZ,W,21726,3,4,3,94
XZ,X,223421,3,4,3,94
XZ,Y,877091,3,4,3,94
YX,W,12540,3,4,3,94
YX,X,88150,3,4,3,94
YX,Y,362408,3,4,3,94
YY,T,1,3,4,3,94
YY,W,11173,3,4,3,94
YY,X,538707,3,4,3,94
YY,Y,4058289,3,4,3,94
YZ,W,33,3,4,3,94
YZ,X,11618,3,4,3,94
YZ,Y,13398,3,4,3,94
ZX,T,3,3,4,3,94
ZX,W,497,3,4,3,94
ZX,X,59173,3,4,3,94
ZX,Y,149819,3,4,3,94
XX,T,69,4,4,4,95
XX,W,553033,4,4,4,95
XX,X,1515041,4,4,4,95
XX,Y,4642372,4,4,4,95
XY,T,6,4,4,4,95
XY,W,17229,4,4,4,95
XY,X,390323,4,4,4,95
XY,Y,1144572,4,4,4,95
XZ,T,2,4,4,4,95
XZ,W,22471,4,4,4,95
XZ,X,241418,4,4,4,95
XZ,Y,911835,4,4,4,95
YX,W,13321,4,4,4,95
YX,X,89878,4,4,4,95
YX,Y,376680,4,4,4,95
YY,T,3,4,4,4,95
YY,W,11265,4,4,4,95
YY,X,552309,4,4,4,95
YY,Y,4159034,4,4,4,95
YZ,W,34,4,4,4,95
YZ,X,11678,4,4,4,95
YZ,Y,13399,4,4,4,95
ZX,T,1,4,4,4,95
ZX,W,526,4,4,4,95
ZX,X,60717,4,4,4,95
ZX,Y,152226,4,4,4,95
XX,T,78,5,4,5,96
XX,W,360404,5,4,5,96
XX,X,1423171,5,4,5,96
XX,Y,4512628,5,4,5,96
XY,T,12,5,4,5,96
XY,W,16773,5,4,5,96
XY,X,365270,5,4,5,96
XY,Y,1130059,5,4,5,96
XZ,T,1,5,4,5,96
XZ,W,22529,5,4,5,96
XZ,X,222179,5,4,5,96
XZ,Y,909599,5,4,5,96
YX,W,12038,5,4,5,96
YX,X,79945,5,4,5,96
YX,Y,352105,5,4,5,96
YY,T,3,5,4,5,96
YY,W,10717,5,4,5,96
YY,X,528341,5,4,5,96
YY,Y,4015491,5,4,5,96
YZ,W,34,5,4,5,96
YZ,X,11288,5,4,5,96
YZ,Y,13764,5,4,5,96
ZX,T,2,5,4,5,96
ZX,W,495,5,4,5,96
ZX,X,59369,5,4,5,96
ZX,Y,150200,5,4,5,96
XX,T,54,6,4,6,97
XX,W,312736,6,4,6,97
XX,X,1248451,6,4,6,97
